gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16227	AB-DN16227
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16228	AB-DN16228
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16448	AB-DN16448
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16449	AB-DN16449
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16279	AB-DN16279
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16333	AB-DN16333
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16334	AB-DN16334
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16318	AB-DN16318
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16319	AB-DN16319
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16320	AB-DN16320
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16373	AB-DN16373
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16376	AB-DN16376
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16378	AB-DN16378
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16429	AB-DN16429
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16433	AB-DN16433
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16572	AB-DN16572
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16574	AB-DN16574
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16630	AB-DN16630
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16631	AB-DN16631
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16502	AB-DN16502
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16504	AB-DN16504
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16575	AB-DN16575
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16513	AB-DN16513
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16514	AB-DN16514
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|16515	AB-DN16515
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13129	AB-DN13129
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13117	AB-DN13117
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13209	AB-DN13209
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13210	AB-DN13210
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13278	AB-DN13278
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13280	AB-DN13280
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13282	AB-DN13282
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13049	AB-DN13049
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13279	AB-DN13279
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13281	AB-DN13281
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13287	AB-DN13287
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13288	AB-DN13288
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13545	AB-DN13545
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13546	AB-DN13546
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13550	AB-DN13550
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13555	AB-DN13555
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13557	AB-DN13557
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13560	AB-DN13560
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13564	AB-DN13564
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13571	AB-DN13571
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13572	AB-DN13572
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13577	AB-DN13577
gnl|Amoebophrya_sp_Strain_Ameob2|MMETSP0795-20121207|13580	AB-DN13580
